trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
TB43-TB991-3-16-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4332558501000,TB991,0,0
A87-A1222-2-12-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87225502776540,A1222,0,0
A87-A1221-4-13-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87425502776540,A1221,0,0
A87-A1221-4-7-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87425502776540,A1221,0,0
A87-A1221-2-13-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87225502776540,A1221,0,0
TB43-TB991-1-22-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4312558501000,TB991,0,0
TB43-TB990-2-9-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4322558501000,TB990,0,0
TB43-TB990-1-9-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4312558501000,TB990,0,0
TB43-TB991-2-30-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4322558501000,TB991,0,0
TB43-TB991-3-10-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4332558501000,TB991,0,0
TB43-TB991-3-8-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4332558501000,TB991,0,0
A87-A1222-5-2-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87525502776540,A1222,0,0
A87-A1222-3-18-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87325502776540,A1222,0,0
TB43-TB991-1-18-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4312558501000,TB991,0,0
TB43-TB990-1-11-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4312558501000,TB990,0,0
TB43-TB990-1-19-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4312558501000,TB990,0,0
TB32-TB1094-3-24-12866307410,TB32,12866307410,УМБАЛ СВ. АННА-УХО,,,TB32312866307410,TB1094,0,0
A87-A1221-1-21-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87125502776540,A1221,0,0
TB32-TB1094-2-4-12866307410,TB32,12866307410,УМБАЛ СВ. АННА-УХО,,,TB32212866307410,TB1094,0,0
A87-A1222-5-6-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87525502776540,A1222,0,0
A87-A1221-1-19-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87125502776540,A1221,0,0
A87-A1221-3-7-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87325502776540,A1221,0,0
TB43-TB990-1-21-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4312558501000,TB990,0,0
A87-A1222-2-18-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87225502776540,A1222,0,0
A87-A1222-6-6-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8765610317481,A1222,0,0
A87-A1222-1-10-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87125502776540,A1222,0,0
A87-A1221-1-5-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87125502776540,A1221,0,0
A87-A1222-5-14-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87525502776540,A1222,0,0
A87-A1222-4-14-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87425502776540,A1222,0,0
TB43-TB991-2-20-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4322558501000,TB991,0,0
TB43-TB991-1-28-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4312558501000,TB991,0,0
TB43-TB991-2-26-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4322558501000,TB991,0,0
A87-A1221-2-3-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87225502776540,A1221,0,0
A87-A1222-3-6-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87325502776540,A1222,0,0
A87-A1222-5-8-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87525502776540,A1222,0,0
A87-A1222-4-18-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87425502776540,A1222,0,0
TB43-TB991-2-8-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4322558501000,TB991,0,0
TB43-TB991-1-10-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4312558501000,TB991,0,0
A87-A1221-3-19-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87325502776540,A1221,0,0
A87-A1222-3-14-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87325502776540,A1222,0,0
TB43-TB990-3-5-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4332558501000,TB990,0,0
TB43-TB990-1-17-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4312558501000,TB990,0,0
TB32-TB320-1-3-12866307410,TB32,12866307410,Ж.К. ЛЕВСКИ Г,,,TB32112866307410,TB320,0,0
A87-A1222-4-10-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87425502776540,A1222,0,0
A87-A1222-2-16-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87225502776540,A1222,0,0
A87-A1221-2-15-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87225502776540,A1221,0,0
TB32-TB320-3-11-12866307410,TB32,12866307410,Ж.К. ЛЕВСКИ Г,,,TB32312866307410,TB320,0,0
TB43-TB991-1-30-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4312558501000,TB991,0,0
TB43-TB990-1-29-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4312558501000,TB990,0,0
TB43-TB990-1-35-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4312558501000,TB990,0,0
TB43-TB991-1-26-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4312558501000,TB991,0,0
TB43-TB990-1-33-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4312558501000,TB990,0,0
TB43-TB991-2-4-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4322558501000,TB991,0,0
TB43-TB990-1-25-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4312558501000,TB990,0,0
TB43-TB990-2-13-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4322558501000,TB990,0,0
TB43-TB991-3-6-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4332558501000,TB991,0,0
A87-A1222-5-10-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87525502776540,A1222,0,0
A87-A1222-2-10-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87225502776540,A1222,0,0
A87-A1221-5-13-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87525502776540,A1221,0,0
A87-A1221-2-7-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87225502776540,A1221,0,0
A87-A1222-5-4-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87525502776540,A1222,0,0
A87-A1221-1-9-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87125502776540,A1221,0,0
A87-A1221-2-17-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87225502776540,A1221,0,0
A87-A1221-5-11-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8755610317481,A1221,0,0
A87-A1221-5-15-25502776540,A87,25502776540,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A87525502776540,A1221,0,0
A87-A1222-3-2-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87325502776540,A1222,0,0
A87-A1222-2-2-25502776540,A87,25502776540,ЦЕНТРАЛНА ГАРА,,,A87225502776540,A1222,0,0
A87-A1222-5-14-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8755610317481,A1222,0,0
A87-A1221-1-9-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8715610317481,A1221,0,0
A87-A1221-4-11-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8745610317481,A1221,0,0
A87-A1221-6-9-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8765610317481,A1221,0,0
A87-A1222-2-10-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8725610317481,A1222,0,0
A87-A1222-6-12-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8765610317481,A1222,0,0
A87-A1222-6-4-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8765610317481,A1222,0,0
A108-A3002-3-14-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108335186208211,A3002,0,0
A87-A1222-4-18-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8745610317481,A1222,0,0
A87-A1222-1-10-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8715610317481,A1222,0,0
A87-A1221-3-17-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8735610317481,A1221,0,0
A87-A1222-7-14-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8775610317481,A1222,0,0
A87-A1221-5-19-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8755610317481,A1221,0,0
A87-A1221-3-15-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8735610317481,A1221,0,0
A87-A1222-7-16-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8775610317481,A1222,0,0
A87-A1222-3-18-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8735610317481,A1222,0,0
A87-A1221-6-13-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8765610317481,A1221,0,0
A87-A1222-4-16-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8745610317481,A1222,0,0
A87-A1222-4-12-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8745610317481,A1222,0,0
A87-A1222-1-8-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8715610317481,A1222,0,0
A87-A1222-7-6-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8775610317481,A1222,0,0
A87-A1221-2-5-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8725610317481,A1221,0,0
A87-A1222-7-10-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8775610317481,A1222,0,0
A87-A1222-2-4-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8725610317481,A1222,0,0
TB43-TB991-2-10-2558501000,TB43,2558501000,Метростанция Витоша,,,TB4322558501000,TB991,0,0
A87-A1221-4-5-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8745610317481,A1221,0,0
A87-A1221-2-15-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8725610317481,A1221,0,0
A87-A1221-3-9-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8735610317481,A1221,0,0
A87-A1221-7-19-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8775610317481,A1221,0,0
A87-A1222-4-2-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8745610317481,A1222,0,0
A87-A1221-1-5-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8715610317481,A1221,0,0
A87-A1221-5-15-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8755610317481,A1221,0,0
A87-A1222-1-14-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8715610317481,A1222,0,0
TB43-TB990-2-17-2558501000,TB43,2558501000,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,TB4322558501000,TB990,0,0
A87-A1222-1-16-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8715610317481,A1222,0,0
A87-A1221-7-13-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8775610317481,A1221,0,0
A87-A1222-3-6-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8735610317481,A1222,0,0
A87-A1221-2-21-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8725610317481,A1221,0,0
A87-A1222-7-20-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8775610317481,A1222,0,0
A87-A1221-5-7-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8755610317481,A1221,0,0
A87-A1222-5-18-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8755610317481,A1222,0,0
A87-A1222-5-8-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8755610317481,A1222,0,0
A87-A1222-5-2-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8755610317481,A1222,0,0
A87-A1221-6-5-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8765610317481,A1221,0,0
TB32-TB320-2-5-12866307410,TB32,12866307410,Ж.К. ЛЕВСКИ Г,,,TB32212866307410,TB320,0,0
A87-A1221-1-13-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8715610317481,A1221,0,0
A87-A1222-3-14-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8735610317481,A1222,0,0
A87-A1222-5-6-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8755610317481,A1222,0,0
A87-A1221-4-15-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8745610317481,A1221,0,0
A87-A1222-4-4-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8745610317481,A1222,0,0
A87-A1221-1-3-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8715610317481,A1221,0,0
A87-A1222-7-4-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8775610317481,A1222,0,0
A87-A1222-3-16-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8735610317481,A1222,0,0
A87-A1221-3-19-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8735610317481,A1221,0,0
A87-A1221-5-17-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8755610317481,A1221,0,0
A87-A1222-2-2-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8725610317481,A1222,0,0
A87-A1222-2-20-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8725610317481,A1222,0,0
A87-A1222-3-8-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8735610317481,A1222,0,0
A87-A1221-4-3-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8745610317481,A1221,0,0
A87-A1221-7-11-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8775610317481,A1221,0,0
A87-A1221-3-3-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8735610317481,A1221,0,0
A87-A1222-5-4-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8755610317481,A1222,0,0
A87-A1221-6-15-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8765610317481,A1221,0,0
A108-A407-2-7-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108235186208211,A407,0,0
A254-A3820-1-18-40087220971,A254,40087220971,ВЗ. ЛЮЛИН,,,A254140087220971,A3820,0,0
A108-A3002-1-26-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108135186208211,A3002,0,0
A108-A417-5-2-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108535186208211,A417,0,0
A108-A3002-1-24-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108135186208211,A3002,0,0
A108-A3002-2-18-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108235186208211,A3002,0,0
A108-A3002-2-24-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108235186208211,A3002,0,0
A108-A3002-5-26-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108535186208211,A3002,0,0
A108-A3002-4-6-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108435186208211,A3002,0,0
A108-A407-2-27-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108235186208211,A407,0,0
A108-A3002-2-8-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108235186208211,A3002,0,0
A108-A3002-1-10-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108135186208211,A3002,0,0
A108-A407-4-27-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108435186208211,A407,0,0
A108-A1050-2-31-35186208211,A108,35186208211,БУЛ. НИКОЛА ПЕТКОВ,,,A108235186208211,A1050,0,0
A108-A407-2-15-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108235186208211,A407,0,0
A108-A3002-5-24-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108535186208211,A3002,0,0
A108-A407-5-11-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108535186208211,A407,0,0
A108-A407-2-21-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108235186208211,A407,0,0
A108-A3002-4-10-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108435186208211,A3002,0,0
A108-A3002-3-24-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108335186208211,A3002,0,0
A108-A3002-4-18-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108435186208211,A3002,0,0
A108-A407-1-27-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A3002-1-14-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108135186208211,A3002,0,0
A108-A407-5-23-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108535186208211,A407,0,0
A108-A417-4-2-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108435186208211,A417,0,0
A108-A407-5-3-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108535186208211,A407,0,0
A108-A407-1-17-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A1050-5-29-35186208211,A108,35186208211,БУЛ. НИКОЛА ПЕТКОВ,,,A108535186208211,A1050,0,0
A108-A407-2-29-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108235186208211,A407,0,0
A108-A3002-3-26-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108335186208211,A3002,0,0
A108-A3002-2-14-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108235186208211,A3002,0,0
A108-A407-3-9-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108335186208211,A407,0,0
A108-A407-1-7-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A407-1-11-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A407-1-9-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A407-2-3-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108235186208211,A407,0,0
A108-A407-5-9-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108535186208211,A407,0,0
A108-A407-3-19-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108335186208211,A407,0,0
A108-A3002-4-8-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108435186208211,A3002,0,0
A108-A407-4-29-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108435186208211,A407,0,0
A108-A407-4-13-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108435186208211,A407,0,0
A108-A3002-4-14-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108435186208211,A3002,0,0
A108-A3002-4-26-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108435186208211,A3002,0,0
A108-A3002-1-16-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108135186208211,A3002,0,0
A108-A407-4-3-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108435186208211,A407,0,0
A108-A407-5-27-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108535186208211,A407,0,0
A108-A407-3-23-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108335186208211,A407,0,0
A108-A407-5-5-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108535186208211,A407,0,0
A108-A407-3-11-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108335186208211,A407,0,0
A108-A3002-2-28-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108235186208211,A3002,0,0
A108-A1050-3-29-35186208211,A108,35186208211,БУЛ. НИКОЛА ПЕТКОВ,,,A108335186208211,A1050,0,0
A108-A3002-1-4-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108135186208211,A3002,0,0
A108-A407-2-19-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108235186208211,A407,0,0
A108-A3002-1-12-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108135186208211,A3002,0,0
A108-A3002-5-14-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108535186208211,A3002,0,0
A108-A407-2-11-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108235186208211,A407,0,0
A108-A407-1-13-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A3002-3-4-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108335186208211,A3002,0,0
A108-A407-5-15-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108535186208211,A407,0,0
A108-A3002-2-22-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108235186208211,A3002,0,0
A108-A407-1-5-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A1050-4-31-35186208211,A108,35186208211,БУЛ. НИКОЛА ПЕТКОВ,,,A108435186208211,A1050,0,0
A87-A1222-7-12-5610317481,A87,5610317481,ЦЕНТРАЛНА ГАРА,,,A8775610317481,A1222,0,0
A87-A1221-2-11-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8725610317481,A1221,0,0
A108-A407-1-21-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A407-4-17-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108435186208211,A407,0,0
A108-A407-5-19-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108535186208211,A407,0,0
A108-A3002-2-10-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108235186208211,A3002,0,0
A108-A407-1-15-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A407-1-3-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A407-4-21-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108435186208211,A407,0,0
A108-A3002-3-18-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108335186208211,A3002,0,0
A108-A3002-5-18-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108535186208211,A3002,0,0
A108-A3002-3-6-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108335186208211,A3002,0,0
A108-A407-4-11-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108435186208211,A407,0,0
A108-A3002-3-10-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108335186208211,A3002,0,0
A108-A3002-2-26-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108235186208211,A3002,0,0
A108-A3002-3-12-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108335186208211,A3002,0,0
A108-A3002-2-4-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108235186208211,A3002,0,0
A108-A3002-5-22-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108535186208211,A3002,0,0
A108-A407-1-23-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A3002-2-20-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108235186208211,A3002,0,0
A108-A3002-4-20-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108435186208211,A3002,0,0
A87-A1221-4-13-5610317481,A87,5610317481,КУЛИНАРЕН К-Т ПЕЙФИЛ,,,A8745610317481,A1221,0,0
A108-A407-1-25-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A407-3-13-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108335186208211,A407,0,0
A108-A3002-3-20-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108335186208211,A3002,0,0
A108-A407-3-3-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108335186208211,A407,0,0
A108-A407-5-21-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108535186208211,A407,0,0
A108-A407-3-25-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108335186208211,A407,0,0
A108-A3002-1-18-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108135186208211,A3002,0,0
A108-A407-5-25-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108535186208211,A407,0,0
A108-A1050-1-29-35186208211,A108,35186208211,БУЛ. НИКОЛА ПЕТКОВ,,,A108135186208211,A1050,0,0
A108-A3002-3-16-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108335186208211,A3002,0,0
A108-A407-2-9-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108235186208211,A407,0,0
A108-A3002-4-16-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108435186208211,A3002,0,0
A108-A407-2-25-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108235186208211,A407,0,0
A108-A3002-3-8-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108335186208211,A3002,0,0
A108-A3002-5-12-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108535186208211,A3002,0,0
A108-A407-1-19-35186208211,A108,35186208211,БУЛ. ПРАГА,,,A108135186208211,A407,0,0
A108-A3002-2-16-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108235186208211,A3002,0,0
A108-A3002-3-28-35186208211,A108,35186208211,КВ. ГОРНА БАНЯ,,,A108335186208211,A3002,0,0
